1	8,30,42
2	16,48
3	26,46
4	20,44
5	30,55
6	3,17
7	42,59
8	54
9	23
10	6,7,20,42,51
11	6,30
12	42,59
13	23,54
14	42,44
15	10,39
16	17,20,34,42
17	3,17
18	12,30
19	7,34
20	20
21	3,42
22	8,11,23,42
23	42,51
24	47
25	14,22,28,42
26	12
27	7,8,17,39,47
28	42
29	8
30	12,30
31	30,55
32	3,17
33	17,44
34	8,40
35	50,55
36	6,7,8,18
37	40,54
38	17,53
39	16,17
40	8,25
41	20
42	49
43	42,49
44	3,10
45	42,53
46	54
47	34,53
48	20
49	8,30
50	20
51	42,49
52	24,49
53	42
54	12
55	2,8,44
56	1,3
57	23,42
58	23
59	34
60	20
61	2,3,8,9,16,20,23,24,25,30,34,35,51,56,59
62	26,34
63	7,47
64	17,22,30,42,43,47,49,55
65	17,23,30,42,51,53
66	23
67	23,36
68	12,34
69	39
70	22,30
71	17,21
72	17,34,51
73	7,8,30
74	34,39,44,53,55,56
75	1
76	39
77	42,44
78	8,12
79	39,42
80	4,6,7,23
81	7,17,26,30
82	42
83	12,17,30
84	12,17,30,55,59
85	42,49
86	20
87	42,47,53
88	3,30,48
89	19,31
90	26,49
91	2
92	17,42,51
93	7,17
94	3,17
95	5,7,12,49
96	6,25,34,42
97	24
98	0,16
99	20
100	54
101	3,42,59
102	3,15,17,39
103	21,42
104	6,7
105	17,37
106	17,53
107	3,25,44
108	2,14
109	3,14,34
110	16,50
111	3
112	39
113	8,45
114	8,11
115	7,34
116	2,3,30
117	42,53
118	17,39,42,56
119	7,56
120	8,25
121	3,5,17
122	8,30
123	17,30,42
124	20,23,26
125	5,49
126	26,59
127	3,7,12,34,42,59
128	8,34
129	0,50
130	34,51
131	42
132	1,59
133	4,34
134	9,20,23,59
135	55
136	25
137	29,47
138	8,30
139	17,40
140	54
141	3,17
142	20,34
143	54
144	12,30
145	7,42
146	7,12,17,26,55
147	5,47,49
148	7,26
149	26,55
150	42
151	19,51
152	3,17,30,39
153	26,56
154	54,56,57
155	10,17,34,40,47,55
156	54
157	12,17
158	3,17
159	8,42,51
160	2,42,56
161	20
162	30,42
163	3,17
164	42,55
165	8,30
166	17,47
167	42
168	54
169	9,42
170	1,56
171	23
172	18,42
173	47,56
174	3,17
175	12,59
176	23,49,53
177	6,7,19,23,25,30,31,33,34,37
178	16
179	42
180	3,34
181	8
182	59
183	22,23,42,49
184	42
185	17
186	8,19
187	16,50
188	20,23
189	23
190	56
191	40,48
192	42,51
193	8,19,40,42
194	4,7
195	8
196	3,17,23,50,54
197	21,54
198	49
199	23,34
200	7,8
201	8
202	23,42
203	36,47
204	45
205	22,53
206	26,54,59
207	17,42
208	42
209	17
210	43,47
211	49
212	24,53
213	42,59
214	55
215	2,7
216	39,42
217	23,49
218	17,59
219	5,7
220	5,34
221	54
222	12,40
223	8,16
224	17
225	26,42
226	14,34
227	14,25
228	8,23
229	17,39
230	6,7,12,30
231	30,42
232	8,16,30,59
233	30,55
234	39,55
235	3,54
236	8
237	18,42
238	8,18
239	54
240	20,34
241	5,53
242	12,55
243	12,16
244	12,16
245	23,42
246	23
247	17
248	10,44
249	53
250	7,42
251	54
252	17
253	8,25
254	54
255	26,34,40
256	8,30
257	8,19
258	34
259	18,19
260	47
261	8,16,20,26,42
262	20,34,51
263	1,42
264	23
265	42,49
266	42,49
267	12
268	7,43,49,59
269	12
270	39
271	8
272	14
273	12,30
274	3,4,17,54,56
275	56,57
276	7,8
277	21,26,53
278	17
279	17,26
280	5,7,8,9
281	42,45
282	8,20,42
283	23
284	30,56
285	47
286	11,54
287	17,42
288	3,17
289	42,43
290	12,30
291	12,30
292	23,25
293	6,30
294	17,26
295	12,30
296	40,47
297	8,42
298	33
299	34,51
300	42
301	4,54
302	7,26
303	50,53
304	3
305	17
306	40
307	26,49
308	3
309	7,54
310	8,19,42
311	42,49
312	6,30
313	34,51,56
314	25,26,42,49,51
315	12,21
316	25,34,49
317	12,30
318	30
319	19,31,34,42
320	8,18
321	19,42
322	42,44
323	49,53
324	23,42
325	17,59
326	51
327	7,42,54
328	9,56
329	8
330	8,30
331	17
332	6
333	23
334	39
335	40
336	17,23
337	8,16
338	21,37,55
339	8
340	3,22
341	7,26,40
342	8
343	3,10,19,42,44
344	42,54
345	42,56
346	8,19
347	17
348	10,17
349	42,47
350	50,59
351	23,25
352	20,25
353	18,26,34,49
354	22,36,51
355	5,47
356	56
357	55
358	17
359	3,7,10,17,34,44,53,56
360	12,30
361	34
362	42
363	17,34
364	21,26
365	59
366	20
367	29,47
368	7,8
369	7,22,42,55
370	8
371	21,59
372	17,42
373	11,42
374	17
375	2,7,30,59
376	42,48
377	34,56
378	9,30
379	6,7,17,30,37,39,42,48
380	5,8,40,47,57
381	20,23
382	8,17
383	20,56
384	3,42
385	20
386	3,34,55,56
387	7
388	23,56
389	33
390	8,21,31
391	19,42
392	42
393	33,55
394	54
395	3,34,51
396	42
397	3,5,18,22
398	3
399	51,55
400	7,56
401	20,34
402	7,11,34,45
403	34,42
404	20
405	55
406	4
407	11,34,51
408	5,47
409	8
410	3,25
411	23,42
412	54
413	17,47
414	17,26
415	7,18
416	8,19
417	17,42
418	9,34
419	3,53
420	17,42
421	59
422	4,10,17,39,44
423	33,55
424	42
425	1,20
426	14,20,34,42,44
427	17,42,45,53
428	7,51,55
429	23,42
430	3,17
431	6,8,10,17,26,30,33,34,35,42,44,53,56
432	7,40,42,54
433	7,9,26
434	1,14,54
435	8,30
436	17,21,30,55
437	42,53
438	17,26
439	3,14
440	11,42
441	23,42
442	20,23
443	1,25
444	12,55
445	6,40
446	47,49
447	19,54
448	17,55
449	8,31
450	17,21,26,42
451	1,23
452	4
453	8,33
454	7,8,23,48
455	22,51,55
456	6,17,23,42
457	54
458	1,25
459	54
460	10,17
461	26,42
462	17
463	23
464	3,17,26
465	23,42
466	9,16,42
467	7,8
468	3
469	0,23
470	6
471	44
472	43,49
473	8,14
474	54
475	40
476	23,42
477	19,31
478	8,30,40
479	5,7,39,42
480	1,59
481	26,59
482	53
483	7,51
484	17,59
485	8
486	23,42
487	36,42
488	5,16,46,49
489	7,23
490	3,23
491	44
492	17,55
493	47
494	6
495	8
496	22,45
497	2,44
498	16,42
499	7,8,42,51
500	14,17
501	3,59
502	3,17
503	8,31
504	42,55
505	14,34
506	3,34,42,51
507	42,47
508	37,44,55
509	7,59
510	42
511	7,44
512	3,10
513	42
514	7
515	30
516	3,17,44
517	20,42
518	44
519	3,8,17,23,31,34,42,53
520	8,26
521	42,56
522	7,12
523	7,30,39,52
524	42
525	8,14,21
526	30,55
527	17,44
528	7,59
529	17,51
530	39,42
531	40
532	44,45
533	3,44,59
534	8,51
535	34,51
536	34,53
537	8,18
538	23,30,42
539	17,40
540	54
541	17
542	3,12,17,21,39
543	8,47,54
544	47
545	17
546	11,16,23,49,53
547	21
548	42
549	8,51
550	39,46
551	5,42,49
552	34,47
553	30,40
554	3,34,56,57
555	17,59
556	30,42
557	5,26,49
558	20
559	12,21,30
560	21,59
561	20,42
562	17,59
563	7,21
564	23,25,34,51
565	39,53
566	42
567	17,25
568	42
569	55
570	54
571	8
572	3,7,17,21,42
573	7,39,56
574	17,21,23
575	34,39,42,44
576	7,23,56
577	48,49,59
578	3,39
579	7,42
580	5,43
581	26,42
582	42
583	20
584	7,19
585	3,16,39
586	30,55
587	8
588	17,21
589	12,21
590	21
591	42
592	17
593	3,17
594	7,15,19,39,42,48
595	6,19,20,34,54,59
596	3
597	3,4,7,15,20,30
598	42,44
599	9,56
600	8,30
601	7
602	55
603	7,30
604	48,56,57
605	5,26,34,53
606	22,34
607	44,45
608	7,8,23,51
609	20,42
610	6,7,30
611	14,17,25
612	39,43
613	10,17,37,44,55
614	2,5,8,17,20,25,26,30,31,34,42,56,57
615	26,42
616	10,17,44
617	54
618	30,55
619	8,15,40,47
620	2,22,23,30
621	42
622	26,49
623	5,30,42,53,56
624	17
625	12,30,55
626	7,30
627	17,56
628	8,18,20,57
629	16,17
630	40,42
631	3,14,51
632	3,26,42,44,47,50,59
633	1,7,12,34,42,55
634	7
635	42,49
636	7,42
637	17,42
638	26,42
639	17,34
640	7,17,42,59
641	20,56
642	23
643	7,55
644	8
645	42
646	54
647	3,10,34,39,44
648	5,22
649	21,42
650	5,26
651	8,30
652	8
653	3,42
654	49
655	42,53
656	3,17
657	6
658	16,42
659	2,3,22,50
660	42
661	42
662	30
663	3,5,16,17,20,23,26,34,40,42,47,49
664	49
665	26,54
666	42,56
667	18,42,56
668	1,17
669	12,21,23,42
670	6,7
671	23,42
672	7,34
673	3
674	42
675	6,7,8,17,30,42,53
676	8,18
677	3,17
678	3,42,44
679	3,7
680	56
681	3,16
682	42,49
683	34,49
684	17,54,55
685	42,56
686	49
687	17,47
688	7,55
689	8
690	51
691	54
692	8
693	20
694	8,35
695	42
696	26
697	23,30
698	5,7,26
699	12,23
700	5,17,28,42
701	7,44
702	55
703	0,17,55
704	14,42
705	8
706	34,47
707	34,42
708	7,39,41,55
709	7,42,59
710	2,42,54,55
711	23,34
712	26,59
713	8,43
714	7,26,30,42,47,49,55,59
715	39
716	2,54
717	26,42
718	5,21
719	54
720	2,7
721	34,42
722	23,51
723	26
724	20
725	20,23,42
726	5,49
727	9,18,59
728	54
729	26,44,56
730	47,50
731	23,42
732	1,54
733	18,30
734	30,44
735	54
736	53
737	26,54
738	47
739	39
740	7,21
741	1,54,55
742	3,17
743	26,39
744	30
745	17,25
746	11,14,34
747	8,51
748	19,42
749	14,17,42
750	10,19,26,31
751	54
752	42,55
753	8,30
754	3,17
755	18,39,40,42
756	49
757	43,49
758	42,56
759	42
760	20
761	43,54
762	34,56
763	3,59
764	23
765	12,55
766	3,14
767	59
768	5,42
769	16,24
770	20,34,42
771	42
772	12,55
773	42
774	1
775	1,23
776	8,17,18,49
777	0,17,26,42,44,49,55
778	42
779	30
780	56
781	6,30
782	3,12,19,23,31,40,47,55
783	17,51
784	8,34
785	8,30
786	6,7,12
787	8,55
788	42
789	30
790	30
791	4,10,17,37,44,54
792	16,34
793	7,20
794	28,59
795	42,49
796	17,26
797	17,45
798	30,55
799	59
800	49,59
801	8,31
802	17,40
803	20
804	1,54,56,57
805	40,47
806	12,30
807	16,43
808	23,51
809	54
810	8,30
811	8,42
812	25,51
813	6,56
814	20,23,42
815	12,16,30,50,55
816	42,54
817	7,8
818	23,56
819	17,53
820	8,30,39
821	8,12,19,25,30,42
822	7,42
823	34,51
824	12,55
825	39
826	54
827	17,39
828	2,26,42
829	7,8
830	1
831	7,26
832	30,42
833	3,17
834	42,51
835	8
836	54
837	6,7,34
838	39
839	17
840	2,3,44,56
841	59
842	3,17
843	12,55
844	1,25
845	3,11,16,18,39,42,44
846	8,19
847	54
848	56
849	17,56
850	2
851	46,47
852	40,47
853	34,42
854	19,42
855	3,17,42
856	8,30
857	3,17,42,59
858	8,30
859	12,34
860	26,40
861	20,26
862	21,42
863	42
864	23
865	4,55
866	17,26
867	34,42
868	2
869	54
870	8,18,42
871	8,19
872	8,15,28,42
873	1,3,54
874	8,9,17
875	3,17
876	8,16
877	8,51
878	7,17
879	34,51
880	5,8
881	6,7,8,12,16,40,42
882	42
883	8,42,44
884	40,59
885	55
886	8,24,26,49,55
887	42
888	8
889	2
890	21
891	22,25
892	23,42
893	20
894	8
895	42,49
896	43
897	3,17,42
898	55
899	1,54
900	29,40
901	39
902	3,14
903	12,30
904	3,16,17,26,30,54
905	3,4,39,49
906	10,17
907	8,34
908	8,9
909	12,30
910	40
911	1,25
912	23,49
913	34,42
914	5,8,30
915	12,55
916	2,25
917	5,7
918	26,42
919	12
920	12,30
921	17
922	5,22
923	25,54
924	8,30
925	17,39
926	14,17
927	3,12,17,39,55
928	34,42
929	10,26
930	0,16,54
931	33,55
932	23
933	7,42
934	54,55
935	8,14
936	8,30
937	34
938	7,12,15,17,19,23,30,34,40,52,56,57
939	3
940	23,42
941	8
942	14,51
943	42
944	8,25,40
945	8,13,19,51,54
946	49,59
947	5,49
948	20
949	34,53
950	42
951	14,25
952	7,42
953	7,9,18,42
954	40,54
955	42
956	8,49
957	2,5,17
958	8,9,19,33,42,51
959	8,30
960	39
961	8
962	42
963	8,17,39
964	4,55,56,57
965	6,42
966	34
967	25
968	8,59
969	54
970	2,3,58,59
971	8
972	39
973	8
974	26
975	8,30
976	8,31
977	8,9
978	8,19
979	57
980	20
981	43,49
982	42
983	26,51
984	12,30
985	47
986	42,48
987	5,22
988	7,30
989	17,34
990	4,7,12,17,23,55
991	3,7,8,16,30,42,44
992	23
993	7,42
994	8,30
995	17
996	2,44
997	25,54
998	39,56
999	35
1000	7,10
1001	10,17
1002	8,12,55
1003	31,40
1004	23,42
1005	42
1006	4,7,17,21
1007	26,42
1008	8,30
1009	2,44
1010	7,42
1011	20
1012	1,6,7,23,30,34,37,48,51,54,55
1013	53,59
1014	6,7
1015	5,49
1016	18,55
1017	26
1018	17,39
1019	23,24,54
1020	40,47
1021	14,51,54,56,57
1022	50,55
1023	8
1024	34,42
1025	12,55
1026	10,17
1027	59
1028	54
1029	23,42
1030	3,42
1031	17,56
1032	50,54
1033	24,36
1034	34,40,42,56
1035	19,31
1036	2
1037	39
1038	17,42,59
1039	55
1040	8,14
1041	7,38,42
1042	17,42,44
1043	7,30
1044	25
1045	7,53
1046	3
1047	2
1048	8,42
1049	7,25,56
1050	5,30,51
1051	8,30
1052	34,42
1053	10,21,54
1054	17,39
1055	6,7,26,30,45,49,55
1056	3,44,51
1057	8
1058	1,3
1059	19
1060	20
1061	17,20
1062	12,30,55
1063	3,16,46
1064	5,49
1065	3,42
1066	10,26
1067	26
1068	10,34,44,45
1069	26,34
1070	43,53
1071	26,42
1072	54
1073	3,17,39,59
1074	42,49
1075	42
1076	17,59
1077	4,54
1078	7,14
1079	3,7,8,39
1080	14,25
1081	4,40
1082	42
1083	34
1084	12,30
1085	3,17
1086	7,42
1087	8,14,51
1088	31,42
1089	5,47,54
1090	17
1091	49,53
1092	8,30
1093	42,55
1094	23,42
1095	42,49
1096	6,7
1097	17
1098	59
1099	42
1100	4,8,12,23,30,57
1101	49
1102	16,39
1103	42
1104	54
1105	3,44
1106	26
1107	8,30,34,42,49,51
1108	8,30,55
1109	30,33
1110	54
1111	44
1112	20
1113	8
1114	31
1115	23,54
1116	44
1117	49
1118	1,42,54,59
1119	5,26,49
1120	3,42,44,56
1121	39
1122	17
1123	3,17,42
1124	3,17
1125	5,49,53
1126	24
1127	19
1128	17
1129	19,31,42,49
1130	29,47
1131	3
1132	20,34
1133	3,53
1134	30
1135	12,17
1136	7,42
1137	49,59
1138	8,30
1139	17,26
1140	17
1141	3,7,42
1142	34,42
1143	42,43
1144	7,17
1145	7,42,55
1146	17,42
1147	42
1148	26
1149	42
1150	34,45
1151	8,31
1152	23,42
1153	20
1154	16
1155	42,52
1156	7,47
1157	53,54
1158	26,59
1159	39
1160	8,28
1161	24,45,47
1162	39
1163	3,59
1164	23,26,33,42,53
1165	16,23
1166	42,49
1167	7
1168	26,54
1169	5,47
1170	42,56
1171	23,42
1172	51
1173	39,40
1174	25,30,55
1175	8,30,56
1176	30
1177	14
1178	2,5,8,22
1179	17
1180	17
1181	54
1182	17,42
1183	42,49,59
1184	6,8
1185	17,39
1186	23,34,53,54
1187	7,42
1188	23,42
1189	17,42
1190	56
1191	42,59
1192	7,11,30,34
1193	20,30
1194	0,42
1195	7,30,34,42
1196	10,17
1197	8,30,31
1198	12
1199	2,54
1200	8,17,34
1201	39,53
1202	16,19
1203	16,53
1204	8
1205	10,17,25,51
1206	7,8
1207	16,42,47
1208	17
1209	2,26,43,59
